Chat_Gift |= A gift? For me?
Chat_Happening_GARDEN[B] |= I have to keep my excellent garden in order.
Chat_Happening_GARDEN[B] |= Tending my garden. It's the first thing passers-by see, so it must be up to mustard plants.
Chat_Happening_GARDEN[B] |= I have to garden. How else would I impress other gardeners?
Chat_Happening_GARDEN[B] |= I am gardening. I use only the best tools.

Chat_Happening_GARDEN[Q] |= I am sorting out my garden. I like to talk to the worms at length.
Chat_Happening_GARDEN[Q] |= I am culturing my horti. Yes I have no idea what horti are. I thought they might be seed fairies.
Chat_Happening_GARDEN[Q] |= I am tending to my little garden. Every time I bend down though, I get a hole in my plants.
Chat_Happening_GARDEN[Q] |= What does it look like I am doing? Gardening? Oh, that's right.

Chat_Happening_GARDEN[C] |= I am sure my garden is plotting against me.
Chat_Happening_GARDEN[C] |= My back hurts from gardening. Even the thought of gardening causes back pain.
Chat_Happening_GARDEN[C] |= I am gardening. I would get more done if I didn't have to keep answering obvious questions.
Chat_Happening_GARDEN[C] |= This garden needs sorting. It doesn't matter what I do; it always gets dirty.

Chat_Happening_GARDEN[Spouse] |= I am just getting some of those weeds pulled up in our garden.
Chat_Happening_GARDEN[Spouse] |= I am doing a nice bit of gardening to help keep it looking nice for us.
Chat_Happening_GARDEN[Spouse] |= Got to sort the garden out. Apparently, our house Brounie thinks the garden is beneath him. Which it is.
Chat_Happening_GARDEN[Spouse] |= Nice day for some gardening. A marital home is nothing without a neat garden.

Chat_Happening_GARDEN[OwnKid] |= Do I have to do the gardening? It's hard work!
Chat_Happening_GARDEN[OwnKid] |= I keep finding worms. They have smiley faces.
Chat_Happening_GARDEN[OwnKid] |= You told me to help in the garden. It's not fair.
Chat_Happening_GARDEN[OwnKid] |= I am playing in the garden. I mean working hard.

Chat_Happening_GARDEN[OwnKidAdult] |= I am helping you out by doing the gardening. Your appreciation is noted.
Chat_Happening_GARDEN[OwnKidAdult] |= Do I have to do this, at my age? Gardening is for really old people.
Chat_Happening_GARDEN[OwnKidAdult] |= Getting my fingers green in the garden.
Chat_Happening_GARDEN[OwnKidAdult] |= Doing my chores. Do I still get pocket money at my age?

Chat_Happening_RELAX |= Just relaxing a bit.
Chat_Happening_RELAX |= Taking it easy. Restful body, restful mind.
Chat_Happening_RELAX |= It is my time to relax a bit and enjoy the world.
Chat_Happening_RELAX |= I am recharging my butteries. I think that's the expression.

Chat_Happening_RELAX[P] |= Even the Goddesses relax, and when they do, I do.
Chat_Happening_RELAX[P] |= I am meditating and thinking of our beloved guardians.
Chat_Happening_RELAX[P] |= I am relaxing. The body needs to be ready for worship at any time.
Chat_Happening_RELAX[P] |= I am taking it easy for all you sinners, dude.

Chat_Happening_RELAX[J] |= I am having some me time. It's the best time after dinner time and read a book on the toilet time.
Chat_Happening_RELAX[J] |= Having a bit of a wind-down! All that laughing knackers a person out!
Chat_Happening_RELAX[J] |= I am not being lazy. I am just expressing my right not to do anything. *winks*
Chat_Happening_RELAX[J] |= Relax! Don't do it! When you want to fart, brew it! 

Chat_Happening_RELAX[B] |= I am having a well-deserved rest. Success demands it.
Chat_Happening_RELAX[B] |= Rest is for the wicked. I am having a rest.
Chat_Happening_RELAX[B] |= Time stands still for no man. Well, except the quality ones, so I am having a rest.
Chat_Happening_RELAX[B] |= If you live a life wanting the best, then you will have time to rest. Mainly because you can afford to pay others to do your jobs.

Chat_Happening_RELAX[Q] |= Life is like a box of Candy Squirrels. You always know there are nuts in it. That's why you need to relax and take it easy, Mr Squirrel. 
Chat_Happening_RELAX[Q] |= I am just resting my eyes. The rest of me is still very active, though.
Chat_Happening_RELAX[Q] |= Just having some me time. It is the time of day I like to breathe in deeply and hopefully remember to breathe out again. I sometimes forget and float off.
Chat_Happening_RELAX[Q] |= My routine says RELAX, so that is exactly what I intend to do!

Chat_Happening_RELAX[C] |= Even my relaxing time is disturbed by nattering!
Chat_Happening_RELAX[C] |= I can't talk much more; my jaw aches.
Chat_Happening_RELAX[C] |= I am trying to relax, but as usual, it never happens.
Chat_Happening_RELAX[C] |= I may as well just relax in Toughwood. Get more peace there, I bet. Definitely more pieces.

Chat_Happening_RELAX[Spouse] |= Ahhh some mind and body cleansing relaxation.
Chat_Happening_RELAX[Spouse] |= I am having a break, dear, from the hustle and bustle of daily life on our farm.
Chat_Happening_RELAX[Spouse] |= I am giving my aching muscles some respite. Go easy on that scheduling, dearest.
Chat_Happening_RELAX[Spouse] |= A well-deserved break from the everyday, if you don't mind, my sweet honeypot.

Chat_Happening_RELAX[OwnKid] |= Playtime!
Chat_Happening_RELAX[OwnKid] |= I am playing.
Chat_Happening_RELAX[OwnKid] |= It's time to play!
Chat_Happening_RELAX[OwnKid] |= It's my playtime. Zoooom!

Chat_Happening_RELAX[OwnKidAdult] |= It's nice to know you care what I am doing. Or are you just checking up on me?
Chat_Happening_RELAX[OwnKidAdult] |= I am having a little break from the endless grind.
Chat_Happening_RELAX[OwnKidAdult] |= Just unwinding and thinking of how lucky we are to be here.
Chat_Happening_RELAX[OwnKidAdult] |= I need a rest. Being your child is exhausting, even though I am grown up.

Chat_Happening_SOCIALISE |= I am going to talk to my pals.
Chat_Happening_SOCIALISE[OwnKid] |= I want to see my invisible friends.
Chat_Happening_SOCIALISE[OwnKid] |= I am going to talk to my pals.
Chat_Happening_SOCIALISE[OwnKid] |= I am searching for deep meaningful human interactions that will fulfil my soul and expand my intellect.

Chat_Happening_STUDY |= Ssshh I am studying.
Chat_Happening_STUDY[OwnKid] |= Ssshh I am studying.
Chat_Happening_STUDY[OwnKid] |= I am doing my homework as you asked.
Chat_Happening_STUDY[OwnKid] |= I am expanding my mind through the usage of literary works, both fact, fictional and nonsense.
Chat_Happening_STUDY[OwnKid] |= I am trying to raise my intelligence stat through study.

Chat_Happening_MILKCOW |= Someone needs to milk the family cow, so I am going to do it.

Chat_Happening_MILKCOW[Spouse] |= I am getting us some milk from our lovely cow.
Chat_Happening_MILKCOW[Spouse] |= Just going to exercise some udders.
Chat_Happening_MILKCOW[Spouse] |= I have a bucket with my name on it. Well, if I was called Milk.
Chat_Happening_MILKCOW[Spouse] |= Someone needs to milk the family cow, so I am going to do it.

Chat_Happening_MILKCOW[OwnKidAdult] |= Have I got to milk that cow? Its udders make me shudder.
Chat_Happening_MILKCOW[OwnKidAdult] |= Going to milk the cow. Need milk if I am to stay healthy and strong.
Chat_Happening_MILKCOW[OwnKidAdult] |= The cow is calling my name. Well, I am not called moo, but it is suggesting I milk it.
Chat_Happening_MILKCOW[OwnKidAdult] |= Going to do some milking, just because.

Chat_Happening_GET_HONEY |= I am going to talk to the bees and see what I can trade with them.

Chat_Happening_GET_HONEY[Spouse] |= I am collecting honey, honey.
Chat_Happening_GET_HONEY[Spouse] |= I am going to talk to the bees and see what I can trade with them.
Chat_Happening_GET_HONEY[Spouse] |= I am likely going to get stung. Honey prices these days!
Chat_Happening_GET_HONEY[Spouse] |= There is some nectar needs harvesting from the hive, so I am going to do it.

Chat_Happening_GET_HONEY[OwnKid] |= Honey time! Yum!
Chat_Happening_GET_HONEY[OwnKid] |= I have to go get some honey for us all. Yay!
Chat_Happening_GET_HONEY[OwnKid] |= Those bees stung me! It's not fair!
Chat_Happening_GET_HONEY[OwnKid] |= Mrs Queen Bee said I could take some honey if I trade her some cakes. Honest.

Chat_Happening_GET_HONEY[OwnKidAdult] |= It's my favourite time. Dodge bees and grab their honey time.
Chat_Happening_GET_HONEY[OwnKidAdult] |= I am collecting honey to meet my needs. Our needs.
Chat_Happening_GET_HONEY[OwnKidAdult] |= Going to get me some sweeeeet honey!
Chat_Happening_GET_HONEY[OwnKidAdult] |= I am going to fill up on the amber nectar. No, not beer, yet.

Chat_Happening_EXPLORE |= Am going exploring! 
Chat_Happening_EXPLORE[OwnKid] |= I am just off out for a wander and to find fun things.
Chat_Happening_EXPLORE[OwnKid] |= Am going exploring!
Chat_Happening_EXPLORE[OwnKid] |= Exploring time!
Chat_Happening_EXPLORE[OwnKid] |= Is it ok if I go exploring? I like finding things hidden away, like those little doors.

Chat_Happening_PETS |= I am just sorting out the animals.

Chat_Happening_PETS[Spouse] |= I am just sorting out the animals. Someone has to!
Chat_Happening_PETS[Spouse] |= I am just tending to the pets. Got to love them!
Chat_Happening_PETS[Spouse] |= I need to tend to the animals. They can't feed themselves! Well, they sort of can and do.
Chat_Happening_PETS[Spouse] |= Just going to groom and pamper the pets. Lucky things.

Chat_Happening_PETS[OwnKid] |= I want to stroke the pets! Unless I have the animal hater trait, in which case I don't.
Chat_Happening_PETS[OwnKid] |= I am going to feed the animals. 
Chat_Happening_PETS[OwnKid] |= Going to feed our pets as you said.
Chat_Happening_PETS[OwnKid] |= Pet time!

Chat_Happening_PETS[OwnKidAdult] |= I am going to sort the pets out.
Chat_Happening_PETS[OwnKidAdult] |= Time to feed the pets as commanded. Would rather be doing something less smelly.
Chat_Happening_PETS[OwnKidAdult] |= It's feeding time at the zoo. I learned that a zoo was a kind of crazy animal house, a bit like our home.
Chat_Happening_PETS[OwnKidAdult] |= I am just going to see if the pets are ok, as you asked. 

Chat_Happening_EAT |= Just going to have a bite to eat.
Chat_Happening_EAT |= A bit hungry, so going to sort that out in the customary way.
Chat_Happening_EAT |= Just about to have a bit of grub. Or any other small insect.
Chat_Happening_EAT |= Need a nibble to satisfy my craving for nibbles.

Chat_Happening_EAT[P] |= I am about to eat after I say a little prayer of thanks.
Chat_Happening_EAT[P] |= Food sustains the body. Worship sustains the soul.
Chat_Happening_EAT[P] |= I am eating something, so I have energy for reverence.
Chat_Happening_EAT[P] |= All things must eat. It is the will of the Goddesses that we develop, eat, fertilise and grow.

Chat_Happening_EAT[J] |= I am peckish...said the small chicken to the Druid.
Chat_Happening_EAT[J] |= I could murder a nice meal, but murder isn't even a concept in this day and age, so I will just eat one.
Chat_Happening_EAT[J] |= I need to eat. Gotta love food! It's even better when it's free!
Chat_Happening_EAT[J] |= I was about to fill my empty belly with the fruits of, well, fruit trees.

Chat_Happening_EAT[B] |= I need to eat. A person of quality needs to maintain energy.
Chat_Happening_EAT[B] |= My food is always top tier, so I shall endeavour to eat some and absorb its quality.
Chat_Happening_EAT[B] |= I need to eat. I could probably eat more than any Ogyr easily.
Chat_Happening_EAT[B] |= I am going to eat something rich because you are what you eat.

Chat_Happening_EAT[Q] |= I am going to run the gauntlet of eating cooked food. Wizard needs food badly! What's a wizard?
Chat_Happening_EAT[Q] |= My first is in Pie but not in Cake. I rhyme with meat but not with pudding. What am I? Other than starving?
Chat_Happening_EAT[Q] |= It's time for Mr Pastry to go potholing in Rumblytum Cavern.
Chat_Happening_EAT[Q] |= I could eat a horse. Perhaps that's why they became extinct? In that logic, why aren't pies extinct?

Chat_Happening_EAT[C] |= It's time for me to eat. I bet it tastes like squirrel droppings again. I really must stop snacking on those.
Chat_Happening_EAT[C] |= Uuugghh food time. I bet it's cold salad again.
Chat_Happening_EAT[C] |= I need to eat, but my stomach faery is really fussy.
Chat_Happening_EAT[C] |= A bowmaker once tried to test me. I ate his quiver with some Crystal Beans and a nice Pea Shandy.

Chat_Happening_EAT[Spouse] |= I am eating if you do not mind? It's rude to talk with your face stuffed.
Chat_Happening_EAT[Spouse] |= I am just grabbing some grub as I am famished.
Chat_Happening_EAT[Spouse] |= I am just eating this delicious meal provided for us by your good self and the Goddesses.
Chat_Happening_EAT[Spouse] |= Just getting some well-earned nourishment, O love of my life.

Chat_Happening_EAT[OwnKid] |= I am eating my food.
Chat_Happening_EAT[OwnKid] |= I am hungry. Food time!
Chat_Happening_EAT[OwnKid] |= Mmfffmmm I am grmmpphh eatin'.
Chat_Happening_EAT[OwnKid] |= Yay! Foody time!

Chat_Happening_EAT[OwnKidAdult] |= Do you have to talk to me while I am eating?
Chat_Happening_EAT[OwnKidAdult] |= I am hungry, so just filling my belly up.
Chat_Happening_EAT[OwnKidAdult] |= It's my favourite time of day...gorging time.
Chat_Happening_EAT[OwnKidAdult] |= Just having some nourishment. Being your child is draining.

Chat_Happening_TAVERN |= Am going to have a nice drink.
Chat_Happening_TAVERN |= I don't endorse drunken behaviour, but I do endorse drinking.
Chat_Happening_TAVERN |= I'm just here for the beer.
Chat_Happening_TAVERN |= I am going to talk to the spirits and see which one wants me to drink them.

Chat_Happening_TAVERN[P] |= I am going to the tavern to quench my thirst after a hard day's worship.
Chat_Happening_TAVERN[P] |= I don't believe in getting drunk unless instructed to by our Fae deities.
Chat_Happening_TAVERN[P] |= I find that the tavern is a wonderful place to spread the word of the Goddesses. And have a little tipple on the side. It's thirsty work!
Chat_Happening_TAVERN[P] |= I could worship a ******* pint right now.

Chat_Happening_TAVERN[J] |= Drink, drink and be merry! Taverns are the place to be!
